step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.002564102564102564,0.1,2.627612590789795,0.0859375,4.402572236251831,0.1138,1.045952320098877
3900,10.0,0.1,1.3703094720840454,0.609375,0.8554082774162293,0.7525999976158142,116.0146918296814
7800,20.0,0.1,1.2380119562149048,0.640625,0.6683740533828736,0.8135999999046326,231.09274125099182
11700,30.0,0.1,1.0804226398468018,0.6484375,0.6250853662967681,0.838499998474121,346.08943796157837
15600,40.0,0.1,1.1109590530395508,0.7109375,0.6495624647140503,0.8330999965667725,461.3149290084839
19500,50.0,0.1,1.285696268081665,0.65625,0.5989359068870544,0.8496999997138978,576.5632996559143
23400,60.0,0.020000000000000004,1.184962511062622,0.703125,0.6074279476165771,0.8501999972343445,691.7278697490692
27300,70.0,0.020000000000000004,0.9233373403549194,0.7734375,0.502767751789093,0.880999997806549,806.9672491550446
31200,80.0,0.020000000000000004,0.8794801831245422,0.8125,0.5079380251407624,0.8847000000953674,922.1210794448853
35100,90.0,0.020000000000000004,1.0460364818572998,0.71875,0.5284203892230988,0.8696000004768372,1037.3620674610138
39000,100.0,0.020000000000000004,1.053963541984558,0.6875,0.5811587681293487,0.8532999972343445,1152.6522569656372
42900,110.0,0.020000000000000004,0.7841521501541138,0.7890625,0.6138120389938354,0.8428999996185302,1267.9232168197632
46800,120.0,0.004000000000000001,0.5525254011154175,0.8203125,0.6697272695064544,0.8187000001907349,1383.3298544883728
50700,130.0,0.004000000000000001,0.08290698379278183,0.9765625,0.7879808618545532,0.797,1499.1901252269745
54600,140.0,0.004000000000000001,0.08986322581768036,0.9765625,0.8093703327178955,0.8048999988555908,1614.970513343811
58500,150.0,0.004000000000000001,0.06852158904075623,0.9609375,0.797519695186615,0.81,1730.5403866767883
62400,160.0,0.0008000000000000003,0.05663042888045311,0.984375,0.854744632434845,0.7987999999046326,1845.9263079166412
66300,170.0,0.0008000000000000003,0.00606840755790472,1.0,0.7216003679275512,0.8287999983787536,1961.3416149616241
70200,180.0,0.0008000000000000003,0.00765588041394949,1.0,0.7148223152160644,0.8349999974250794,2076.9858071804047
74100,190.0,0.0008000000000000003,0.005437921732664108,1.0,0.6946112762451172,0.8363999987602234,2192.411398410797
78000,200.0,0.0008000000000000003,0.002226958516985178,1.0,0.6790808713436127,0.8365999994277954,2307.8913741111755
