step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.0006402048655569782,0.025,5.505156517028809,0.0,5.3699323783874515,0.005,7.3142805099487305
15620,10.0,0.025,2.9010801315307617,0.34375,2.4418733310699463,0.4388,2605.884580850601
31240,20.0,0.025,1.6434242725372314,0.578125,2.8558571754455566,0.4085,5189.783105134964
46860,30.0,0.0025000000000000005,0.7887635231018066,0.78125,3.845515509033203,0.3522,7307.4435024261475
62480,40.0,0.0025000000000000005,0.02353939414024353,1.0,3.424693172454834,0.4021,9801.99962425232
78100,50.0,0.0025000000000000005,0.013409815728664398,1.0,3.407111235046387,0.4137,12319.832658290863
93720,60.0,0.00025000000000000006,0.009654441848397255,1.0,3.275205088043213,0.416,14829.982276201248
109340,70.0,0.00025000000000000006,0.006595828104764223,1.0,3.285580047607422,0.4193,17343.719807624817
124960,80.0,0.00025000000000000006,0.006112000904977322,1.0,3.2579522590637207,0.4119,19866.910497903824
140580,90.0,0.00025000000000000006,0.006854637525975704,1.0,3.2869275917053224,0.4117,22397.030838012695
