epoch,train_loss,test_acc,best_acc
1,5.35079450958252,0.0197,0.0197
2,4.974529411621094,0.057,0.057
3,4.636653983764648,0.1201,0.1201
4,4.3680547677612305,0.1417,0.1417
5,4.191158938140869,0.1769,0.1769
6,4.070731038360596,0.1963,0.1963
7,3.9683466201782225,0.2204,0.2204
8,3.883155889892578,0.2246,0.2246
9,3.818198842163086,0.2316,0.2316
10,3.7510923390960693,0.2273,0.2316
11,3.696502122421265,0.224,0.2316
12,3.6382913037109375,0.2335,0.2335
13,3.5991000914001465,0.2572,0.2572
14,3.542292172241211,0.2245,0.2572
15,3.5077058793640137,0.2375,0.2572
16,3.4695164338684084,0.2649,0.2649
17,3.43511471282959,0.2649,0.2649
18,3.3988397511291506,0.2479,0.2649
19,3.3709929624938963,0.2754,0.2754
20,3.3431362604522703,0.2534,0.2754
21,3.3146013497924804,0.2901,0.2901
22,3.2858182286071775,0.2632,0.2901
23,3.266883433380127,0.2491,0.2901
24,3.2350586394500733,0.2796,0.2901
25,3.2125159913635253,0.291,0.291
26,3.194843451385498,0.2264,0.291
27,3.173115439300537,0.278,0.291
28,3.1489324475097655,0.2627,0.291
29,3.1351584912872315,0.2749,0.291
30,3.113173501968384,0.2804,0.291
31,3.0891228504180908,0.2697,0.291
32,3.074332776107788,0.2901,0.291
33,3.052982126083374,0.2753,0.291
34,3.0356792387390135,0.2454,0.291
35,3.0218909996032717,0.2866,0.291
36,2.996065009536743,0.2797,0.291
37,2.98400462600708,0.2711,0.291
38,2.9672671617889406,0.2829,0.291
39,2.9484738847351073,0.2685,0.291
40,2.9275982149505615,0.2968,0.2968
41,2.913984189529419,0.2632,0.2968
42,2.898669739227295,0.2726,0.2968
43,2.882225863800049,0.267,0.2968
44,2.8636542638397215,0.2399,0.2968
45,2.8452264316558837,0.28,0.2968
46,2.8236629038238523,0.2675,0.2968
47,2.811319948043823,0.2595,0.2968
48,2.787876416397095,0.2761,0.2968
49,2.7740858715057373,0.2712,0.2968
50,2.755911884994507,0.2763,0.2968
51,2.740699321670532,0.2728,0.2968
52,2.7122210762786865,0.2708,0.2968
53,2.6942035053253175,0.2355,0.2968
54,2.668033026885986,0.2916,0.2968
55,2.6530846279144287,0.2494,0.2968
56,2.6382552830505372,0.261,0.2968
57,2.6116123342895508,0.2809,0.2968
58,2.5876341134643557,0.2753,0.2968
59,2.5705862189483644,0.2657,0.2968
60,2.5506330641174317,0.2536,0.2968
61,2.525170283508301,0.2649,0.2968
62,2.500794758911133,0.2633,0.2968
63,2.477972116546631,0.2773,0.2968
64,2.464025866317749,0.2399,0.2968
65,2.4296944097900393,0.2643,0.2968
66,2.4109234159851076,0.2604,0.2968
67,2.395004211578369,0.2641,0.2968
68,2.361125355606079,0.2573,0.2968
69,2.337960393447876,0.2501,0.2968
70,2.3102897513580323,0.2577,0.2968
71,2.294543507385254,0.2333,0.2968
72,2.270515133895874,0.2635,0.2968
73,2.2275863019561766,0.2505,0.2968
74,2.2192016493988036,0.261,0.2968
75,2.189260760269165,0.2458,0.2968
76,2.1576647496032715,0.239,0.2968
77,2.1313934283065796,0.2467,0.2968
78,2.1061823174285887,0.2345,0.2968
79,2.092187674255371,0.2662,0.2968
80,2.0526549378967287,0.2218,0.2968
81,2.0282955651855468,0.2443,0.2968
82,1.9972294305419922,0.2442,0.2968
83,1.9650103916931152,0.2434,0.2968
84,1.935455951385498,0.2458,0.2968
85,1.9079575993347169,0.2335,0.2968
86,1.8820559702301025,0.244,0.2968
87,1.8541235182189941,0.2228,0.2968
88,1.8247622312927245,0.2493,0.2968
89,1.7873949857330322,0.2367,0.2968
90,1.7544412726593017,0.2363,0.2968
91,1.742225569381714,0.2406,0.2968
92,1.7092599351501465,0.2428,0.2968
93,1.6919814720916748,0.2316,0.2968
94,1.65362463180542,0.2333,0.2968
95,1.63619828666687,0.2445,0.2968
96,1.5840050610351561,0.2251,0.2968
97,1.5768636863708496,0.2243,0.2968
98,1.5423143934631347,0.217,0.2968
99,1.519094920425415,0.2225,0.2968
100,1.4885072975540161,0.2314,0.2968
101,1.458890778503418,0.2212,0.2968
102,1.4438393576049804,0.2259,0.2968
103,1.4161084269714355,0.2182,0.2968
104,1.3847917485427856,0.2149,0.2968
105,1.3551512578964233,0.2195,0.2968
106,1.3389612538528441,0.227,0.2968
107,1.3074880353546143,0.2193,0.2968
108,1.284616837539673,0.2191,0.2968
109,1.249628042449951,0.2254,0.2968
110,1.2107202054214476,0.2127,0.2968
111,1.1862326552200317,0.2101,0.2968
112,1.1741051918792724,0.2113,0.2968
113,1.1254090504455567,0.2088,0.2968
114,1.1092031432342528,0.2098,0.2968
115,1.0852255076217652,0.2001,0.2968
116,1.0480050885772705,0.2095,0.2968
117,1.0157837799835205,0.2048,0.2968
118,1.0101050496292114,0.2059,0.2968
119,0.9740531507492065,0.2051,0.2968
120,0.9347333725357055,0.2022,0.2968
121,0.9193339557647705,0.2023,0.2968
122,0.883845192642212,0.2044,0.2968
123,0.8780112895965576,0.2067,0.2968
124,0.8163332420349121,0.1972,0.2968
125,0.7965991979217529,0.2094,0.2968
126,0.7727006760025025,0.2126,0.2968
127,0.7435879077148437,0.208,0.2968
128,0.725121098651886,0.2024,0.2968
129,0.6883574705886841,0.2056,0.2968
130,0.6747811253356933,0.2023,0.2968
131,0.6384165149116516,0.1967,0.2968
132,0.6226645902061463,0.2089,0.2968
133,0.6137087890625,0.2084,0.2968
134,0.5512586027526856,0.2037,0.2968
135,0.5401633680915833,0.2017,0.2968
136,0.5149289211845398,0.2145,0.2968
137,0.4989705811691284,0.2026,0.2968
138,0.47735252840042114,0.1995,0.2968
139,0.46558710779190066,0.1897,0.2968
140,0.43847288925170896,0.202,0.2968
141,0.3868770114707947,0.1952,0.2968
142,0.4059979337310791,0.1999,0.2968
143,0.3853130041217804,0.1944,0.2968
144,0.3484338201332092,0.2099,0.2968
145,0.34142210463523864,0.1983,0.2968
146,0.32204709241867063,0.2094,0.2968
147,0.2926836349105835,0.2115,0.2968
148,0.2939624989032745,0.2137,0.2968
149,0.26763721110343935,0.2136,0.2968
150,0.2505631733417511,0.2077,0.2968
151,0.24121442854881286,0.2091,0.2968
152,0.23693717254638672,0.2069,0.2968
153,0.1991669325399399,0.2244,0.2968
154,0.1810522991657257,0.2143,0.2968
155,0.17371578910827637,0.2075,0.2968
156,0.16046546115398408,0.214,0.2968
157,0.16601217254161835,0.2144,0.2968
158,0.15028245121479034,0.2181,0.2968
159,0.13300739514827728,0.2216,0.2968
160,0.12923612683773042,0.2128,0.2968
161,0.11008852167606353,0.2263,0.2968
162,0.09604260713338852,0.222,0.2968
163,0.0809155801808834,0.2177,0.2968
164,0.06596218199849128,0.2263,0.2968
165,0.05794988649010658,0.2302,0.2968
166,0.041004988958239556,0.2342,0.2968
167,0.024313896688222886,0.2393,0.2968
168,0.014592623049914837,0.2468,0.2968
169,0.009300977180600167,0.2485,0.2968
170,0.006092916924059391,0.2529,0.2968
171,0.004856820102334023,0.2562,0.2968
172,0.004985109236240387,0.2564,0.2968
173,0.004824146493673325,0.257,0.2968
174,0.0048720938152074815,0.2595,0.2968
175,0.005067205160856247,0.2574,0.2968
176,0.00536385039806366,0.2583,0.2968
177,0.005615369012355804,0.2594,0.2968
178,0.005739061329364777,0.2589,0.2968
179,0.005852686016857624,0.2555,0.2968
180,0.005972624318003655,0.2576,0.2968
181,0.006076356724798679,0.2615,0.2968
182,0.0063623760104179385,0.2572,0.2968
183,0.006236054305434227,0.256,0.2968
184,0.006345120833516121,0.2571,0.2968
185,0.006344289692640305,0.2588,0.2968
186,0.00637253002345562,0.2584,0.2968
187,0.006436448594331741,0.259,0.2968
188,0.00645045207798481,0.2578,0.2968
189,0.006416199788451195,0.2614,0.2968
190,0.00647946382522583,0.2596,0.2968
191,0.006384441030025482,0.2581,0.2968
192,0.006433711711764336,0.2598,0.2968
193,0.006483124349117279,0.2546,0.2968
194,0.0064301544308662415,0.2583,0.2968
195,0.00652306095123291,0.2575,0.2968
196,0.0065098661357164385,0.2581,0.2968
197,0.006479966810941696,0.2597,0.2968
198,0.006459835973978043,0.258,0.2968
199,0.006454861107468605,0.2565,0.2968
200,0.006444078367352486,0.2596,0.2968
