step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.0006402048655569782,0.025,5.5759429931640625,0.0,5.3336090576171875,0.0042,7.399735927581787
15620,10.0,0.025,2.726393461227417,0.421875,2.4058009998321532,0.4451,2620.548077583313
31240,20.0,0.025,2.22428297996521,0.484375,2.7967922664642333,0.414,5225.468230724335
46860,30.0,0.0025000000000000005,0.6937715411186218,0.828125,3.8187304161071776,0.3665,7824.633999109268
62480,40.0,0.0025000000000000005,0.017241785302758217,1.0,3.380423063278198,0.4211,10413.413842916489
78100,50.0,0.0025000000000000005,0.009693074971437454,1.0,3.3129401878356934,0.4244,13021.690841913223
93720,60.0,0.00025000000000000006,0.01684914156794548,1.0,3.283531637573242,0.4255,15630.058934926987
109340,70.0,0.00025000000000000006,0.009561536833643913,1.0,3.297794831085205,0.422,18241.978396177292
124960,80.0,0.00025000000000000006,0.007167764939367771,1.0,3.2309139686584474,0.4282,20850.69532227516
140580,90.0,0.00025000000000000006,0.006814935244619846,1.0,3.177624666213989,0.4292,23459.440679073334
