epoch,train_loss,test_acc,best_acc
1,5.368531237792968,0.0204,0.0204
2,5.056750093383789,0.0426,0.0426
3,4.791924032897949,0.0869,0.0869
4,4.496092865447998,0.1153,0.1153
5,4.268047234802246,0.1496,0.1496
6,4.130062645874023,0.1816,0.1816
7,4.026855015411377,0.1412,0.1816
8,3.9433260482788084,0.153,0.1816
9,3.8660156370544434,0.1617,0.1816
10,3.8014244635009766,0.2147,0.2147
11,3.7373763683319092,0.2248,0.2248
12,3.6828622273254394,0.1986,0.2248
13,3.6364176107788087,0.2421,0.2421
14,3.590467107925415,0.2589,0.2589
15,3.5415635612487795,0.2744,0.2744
16,3.510082251739502,0.2368,0.2744
17,3.470372200241089,0.2541,0.2744
18,3.4302507106781004,0.2584,0.2744
19,3.401384426956177,0.2343,0.2744
20,3.3682761100006102,0.2779,0.2779
21,3.3382158673095703,0.2679,0.2779
22,3.3110503243255613,0.2225,0.2779
23,3.285473380126953,0.2597,0.2779
24,3.259662218399048,0.2648,0.2779
25,3.235624885864258,0.27,0.2779
26,3.217427435379028,0.2662,0.2779
27,3.1879250086975097,0.2835,0.2835
28,3.1663392079925536,0.282,0.2835
29,3.144268981704712,0.2865,0.2865
30,3.12768252281189,0.2758,0.2865
31,3.109503208618164,0.286,0.2865
32,3.0878529035949707,0.2806,0.2865
33,3.071671337585449,0.2672,0.2865
34,3.0531192671203615,0.2909,0.2909
35,3.0348432386779787,0.2845,0.2909
36,3.017966230545044,0.2653,0.2909
37,3.0028724043273924,0.2571,0.2909
38,2.989792500076294,0.2893,0.2909
39,2.9662104944610594,0.2731,0.2909
40,2.9528771254730226,0.2801,0.2909
41,2.930266250152588,0.2685,0.2909
42,2.9191829092407224,0.2784,0.2909
43,2.891264480895996,0.2796,0.2909
44,2.876387850494385,0.2382,0.2909
45,2.8633440982818605,0.2767,0.2909
46,2.837035313796997,0.2641,0.2909
47,2.821691538696289,0.2728,0.2909
48,2.801261104660034,0.2737,0.2909
49,2.7916812706756593,0.2601,0.2909
50,2.7671814504241943,0.2678,0.2909
51,2.7548220354461668,0.2707,0.2909
52,2.737292066421509,0.27,0.2909
53,2.71873731300354,0.264,0.2909
54,2.688922239074707,0.2509,0.2909
55,2.679964661178589,0.2468,0.2909
56,2.656852843475342,0.2756,0.2909
57,2.640529376373291,0.2712,0.2909
58,2.6121042866516113,0.2695,0.2909
59,2.592786307754517,0.2745,0.2909
60,2.5670970561218263,0.2628,0.2909
61,2.546829354400635,0.2606,0.2909
62,2.5241682413482667,0.2651,0.2909
63,2.506109746246338,0.2605,0.2909
64,2.486350940246582,0.2528,0.2909
65,2.461339891052246,0.2678,0.2909
66,2.4344137508392336,0.252,0.2909
67,2.4042435091400147,0.2552,0.2909
68,2.3878532148742675,0.2499,0.2909
69,2.3578935760498045,0.263,0.2909
70,2.3334943279266356,0.257,0.2909
71,2.3071703720092773,0.2524,0.2909
72,2.265470767288208,0.2191,0.2909
73,2.254229032211304,0.241,0.2909
74,2.2247506950378417,0.2175,0.2909
75,2.1984293408966065,0.2561,0.2909
76,2.1745901739501954,0.2395,0.2909
77,2.147087546920776,0.2222,0.2909
78,2.118352384262085,0.2452,0.2909
79,2.0819745709991455,0.2579,0.2909
80,2.0596086562728884,0.244,0.2909
81,2.0272898260498047,0.2396,0.2909
82,2.005616707611084,0.2352,0.2909
83,1.9823047108840943,0.2472,0.2909
84,1.9569359293365478,0.2188,0.2909
85,1.9199840460968018,0.2349,0.2909
86,1.8897768873596192,0.242,0.2909
87,1.8714426280975343,0.2441,0.2909
88,1.8284424687194825,0.2363,0.2909
89,1.8081878735351562,0.2372,0.2909
90,1.781645018234253,0.2233,0.2909
91,1.752130510559082,0.2382,0.2909
92,1.7231485859680176,0.2181,0.2909
93,1.6921447440338135,0.2244,0.2909
94,1.6610747759246827,0.2274,0.2909
95,1.6405311728286742,0.2274,0.2909
96,1.622012470626831,0.2358,0.2909
97,1.5830688233184815,0.2137,0.2909
98,1.552378639793396,0.2309,0.2909
99,1.5263283403015138,0.2202,0.2909
100,1.4918463588714599,0.2165,0.2909
101,1.4928093927764892,0.2252,0.2909
102,1.4580083464050293,0.2208,0.2909
103,1.4196603958892822,0.2163,0.2909
104,1.40343581451416,0.2157,0.2909
105,1.3673562995910644,0.224,0.2909
106,1.343588063621521,0.2132,0.2909
107,1.311150333328247,0.2094,0.2909
108,1.2979640544509887,0.2149,0.2909
109,1.241697508659363,0.2118,0.2909
110,1.2408867315673828,0.2082,0.2909
111,1.2007934046554565,0.215,0.2909
112,1.17644016330719,0.2102,0.2909
113,1.1314804989624023,0.2191,0.2909
114,1.1147218478775025,0.1989,0.2909
115,1.1013222337341309,0.1952,0.2909
116,1.0540800757217408,0.2115,0.2909
117,1.0409822548675538,0.2061,0.2909
118,1.0104089227676392,0.2009,0.2909
119,0.9575164249038697,0.2039,0.2909
120,0.950740230102539,0.206,0.2909
121,0.9082286951828002,0.2067,0.2909
122,0.9029937139892578,0.198,0.2909
123,0.8603209647369385,0.2037,0.2909
124,0.8328269765090942,0.1966,0.2909
125,0.8132756492614747,0.2006,0.2909
126,0.7684931050491333,0.2025,0.2909
127,0.7591965810012817,0.2003,0.2909
128,0.7409975008773804,0.2025,0.2909
129,0.6939455865097046,0.2097,0.2909
130,0.6661615740585327,0.2052,0.2909
131,0.6591120335388183,0.2014,0.2909
132,0.6208405928802491,0.204,0.2909
133,0.600898455619812,0.2038,0.2909
134,0.5694209261894226,0.202,0.2909
135,0.5597105142784119,0.1963,0.2909
136,0.5275642783927917,0.1966,0.2909
137,0.5042831130409241,0.1974,0.2909
138,0.4764768884277344,0.199,0.2909
139,0.4682610206031799,0.1962,0.2909
140,0.45022629579544066,0.2079,0.2909
141,0.4124173343372345,0.2009,0.2909
142,0.3870839427947998,0.2098,0.2909
143,0.3796620765686035,0.2072,0.2909
144,0.3546959795379639,0.216,0.2909
145,0.3343644807434082,0.2044,0.2909
146,0.3382930383300781,0.2095,0.2909
147,0.3296781658172607,0.2072,0.2909
148,0.28257821496963503,0.2129,0.2909
149,0.2749352008342743,0.2068,0.2909
150,0.26380001019477844,0.2091,0.2909
151,0.22185980857849122,0.2055,0.2909
152,0.21992523691177368,0.2138,0.2909
153,0.2153185605430603,0.2109,0.2909
154,0.20416239449501036,0.2101,0.2909
155,0.1983129667043686,0.2096,0.2909
156,0.18138629254817962,0.2137,0.2909
157,0.15526676124095917,0.2112,0.2909
158,0.1445985851573944,0.2172,0.2909
159,0.13719738199472428,0.2142,0.2909
160,0.1282451265192032,0.2147,0.2909
161,0.1143025110578537,0.2182,0.2909
162,0.08939767016291618,0.22,0.2909
163,0.07990465631604195,0.2224,0.2909
164,0.0628015664112568,0.2268,0.2909
165,0.050444467871785165,0.2293,0.2909
166,0.02609317744702101,0.2367,0.2909
167,0.017014434279501438,0.2436,0.2909
168,0.007876032490432262,0.2475,0.2909
169,0.005593293782174587,0.2507,0.2909
170,0.004916344780623913,0.2513,0.2909
171,0.004748112591207027,0.2529,0.2909
172,0.004726504762768745,0.2539,0.2909
173,0.004898481857776642,0.256,0.2909
174,0.005246614240109921,0.2576,0.2909
175,0.005386140679121017,0.2578,0.2909
176,0.005587805459797382,0.2553,0.2909
177,0.005821893566846848,0.2534,0.2909
178,0.006026735470592975,0.2562,0.2909
179,0.006150649021267891,0.2559,0.2909
180,0.006221036666333675,0.2554,0.2909
181,0.006282306642532349,0.2545,0.2909
182,0.00632835731446743,0.2542,0.2909
183,0.0063596650826931,0.2559,0.2909
184,0.0064414164018630985,0.2541,0.2909
185,0.006573514174222946,0.2551,0.2909
186,0.0065458041477203365,0.2542,0.2909
187,0.006512807970046997,0.2547,0.2909
188,0.006598346138000488,0.2543,0.2909
189,0.006540066647529602,0.2549,0.2909
190,0.006633649004101753,0.2542,0.2909
191,0.006517834224700928,0.255,0.2909
192,0.0065358116662502285,0.2552,0.2909
193,0.0065959048295021055,0.2548,0.2909
194,0.0065483165538311,0.2538,0.2909
195,0.006614916020035744,0.2542,0.2909
196,0.006542711261510849,0.2549,0.2909
197,0.006526397570967674,0.253,0.2909
198,0.006569366046786308,0.2542,0.2909
199,0.006597318087220192,0.2545,0.2909
200,0.006568913612365722,0.2528,0.2909
