step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.002564102564102564,0.1,4.707777976989746,0.015625,6.978304386901855,0.0111,1.0670673847198486
3900,10.0,0.1,2.703831911087036,0.4140625,1.8784769546508788,0.5260999988079071,118.08168268203735
7800,20.0,0.1,2.540038585662842,0.453125,1.7391254314422608,0.5601999985218048,235.63923978805542
11700,30.0,0.1,1.9041060209274292,0.5625,1.6442089939117432,0.5819999981880188,353.2356402873993
15600,40.0,0.1,2.2333943843841553,0.59375,1.5543903034210205,0.6052999978065491,470.7078900337219
19500,50.0,0.1,2.4008805751800537,0.53125,1.6159520868301391,0.5983999994277954,588.0657994747162
23400,60.0,0.020000000000000004,2.0072810649871826,0.5546875,1.6070697664260865,0.5946000003814698,705.4084277153015
27300,70.0,0.020000000000000004,1.1614835262298584,0.7109375,1.7516415367126466,0.5941999992370606,822.9017171859741
31200,80.0,0.020000000000000004,0.7349517345428467,0.78125,1.9753560440063476,0.5767999992370606,940.0604555606842
35100,90.0,0.020000000000000004,0.6600297093391418,0.796875,2.0803923957824706,0.5630999988555908,1057.4675447940826
39000,100.0,0.020000000000000004,0.49244776368141174,0.90625,2.0944930751800537,0.5618000014305115,1175.0279574394226
42900,110.0,0.020000000000000004,0.6454790830612183,0.7890625,2.2269967636108396,0.5438999985694886,1292.3598363399506
46800,120.0,0.004000000000000001,0.3895127475261688,0.8671875,2.2130967414855958,0.5502999974250793,1409.590795993805
50700,130.0,0.004000000000000001,0.02656465210020542,1.0,1.7751009256362915,0.6250999988555909,1526.7548515796661
54600,140.0,0.004000000000000001,0.013786720111966133,1.0,1.6858284761428832,0.6330999985694885,1644.0872321128845
58500,150.0,0.004000000000000001,0.013357684016227722,1.0,1.6377241498947144,0.6334999968528747,1761.349362373352
62400,160.0,0.0008000000000000003,0.024587638676166534,0.9921875,1.6226708698272705,0.6416999986648559,1878.5590605735779
66300,170.0,0.0008000000000000003,0.019330892711877823,1.0,1.581249158859253,0.6437999979972839,1995.8744852542877
70200,180.0,0.0008000000000000003,0.01523932907730341,1.0,1.5747464586257935,0.6427999982833862,2112.719981431961
74100,190.0,0.0008000000000000003,0.0128888338804245,1.0,1.5891072830200195,0.6440999980926514,2229.001624584198
78000,200.0,0.0008000000000000003,0.011558382771909237,1.0,1.575283963394165,0.6439000011444092,2345.334550857544
