step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.0006402048655569782,0.025,5.461994171142578,0.0,5.349830991363525,0.0054,4.610201358795166
15620,10.0,0.025,2.754105567932129,0.46875,2.4105452884674072,0.4482,1482.7801356315613
31240,20.0,0.025,1.7606011629104614,0.59375,2.879712154006958,0.4027,2964.001040458679
46860,30.0,0.0025000000000000005,0.7724568843841553,0.84375,3.707663307189941,0.3626,4723.066726446152
62480,40.0,0.0025000000000000005,0.023603813722729683,1.0,3.528056251525879,0.4086,7580.749892711639
78100,50.0,0.0025000000000000005,0.03193244710564613,1.0,3.5292104026794435,0.4041,9604.678354024887
93720,60.0,0.00025000000000000006,0.010162103921175003,1.0,3.4535267871856687,0.4068,11081.560194969177
109340,70.0,0.00025000000000000006,0.007323811296373606,1.0,3.451637925720215,0.4052,12558.239964723587
124960,80.0,0.00025000000000000006,0.01020937878638506,1.0,3.4611039279937743,0.4091,14034.912329912186
140580,90.0,0.00025000000000000006,0.018308471888303757,1.0,3.4765683280944826,0.4147,15511.755564689636
