epoch,train_loss,test_acc,best_acc
1,3.2956604014587403,0.172,0.172
2,2.164666508178711,0.2098,0.2098
3,2.108632985687256,0.2754,0.2754
4,2.044932490539551,0.3233,0.3233
5,1.9748148721313477,0.3714,0.3714
6,1.9207837741088867,0.4307,0.4307
7,1.8682224094009399,0.4307,0.4307
8,1.8190873350524903,0.4801,0.4801
9,1.7708703333282472,0.5055,0.5055
10,1.7070516765975952,0.4756,0.5055
11,1.6447230066299439,0.5793,0.5793
12,1.5789824222564697,0.6154,0.6154
13,1.5357946001052856,0.6421,0.6421
14,1.5080464540863037,0.6252,0.6421
15,1.4714986850357055,0.6563,0.6563
16,1.4455631812286378,0.678,0.678
17,1.4215839364242553,0.6711,0.678
18,1.4033990596008301,0.6925,0.6925
19,1.3859063692092894,0.7099,0.7099
20,1.3609716901397706,0.7217,0.7217
21,1.3413618867874146,0.7523,0.7523
22,1.3204838342285157,0.6757,0.7523
23,1.3079280136489868,0.7347,0.7523
24,1.2948432271194459,0.7244,0.7523
25,1.2855007488250731,0.7676,0.7676
26,1.1838826457595826,0.8548,0.8548
27,1.1474930020904541,0.8574,0.8574
28,1.1292274465179444,0.8645,0.8645
29,1.1203148329353332,0.863,0.8645
30,1.1116211208343505,0.8658,0.8658
31,1.1010015643692017,0.8609,0.8658
32,1.0942145071029663,0.8681,0.8681
33,1.0897791911697388,0.8698,0.8698
34,1.0821371262359618,0.8675,0.8698
35,1.0761142356109619,0.8675,0.8698
36,1.0694738316726684,0.8732,0.8732
37,1.061750898323059,0.8687,0.8732
38,1.0586446920585633,0.8648,0.8732
39,1.028572241668701,0.884,0.884
40,1.0141039166641235,0.8809,0.884
41,1.0097000724029541,0.8815,0.884
42,1.0068258472442626,0.8816,0.884
43,1.0020209581375121,0.8809,0.884
44,1.001951936531067,0.881,0.884
45,0.995277830543518,0.8795,0.884
46,0.9970672511291504,0.88,0.884
47,0.9955344835281372,0.8803,0.884
48,0.9915044992065429,0.8803,0.884
49,0.9883047688293457,0.8798,0.884
50,0.9882901983642578,0.8797,0.884
