step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.0006402048655569782,0.025,5.476781845092773,0.0,5.3472833206176755,0.0075,7.264955520629883
15620,10.0,0.025,2.4599714279174805,0.5,2.4516774524688723,0.4372,2624.285728931427
31240,20.0,0.025,1.8574979305267334,0.5,2.996180391693115,0.3953,5237.6643261909485
46860,30.0,0.0025000000000000005,0.6802123785018921,0.8125,3.9221653076171874,0.3368,7844.91491985321
62480,40.0,0.0025000000000000005,0.013633468188345432,1.0,3.4410182811737062,0.4016,10445.298304319382
78100,50.0,0.0025000000000000005,0.00718152429908514,1.0,3.3305811489105226,0.4071,13043.870581388474
93720,60.0,0.00025000000000000006,0.008457858115434647,1.0,3.2128630264282227,0.4179,15521.653557538986
109340,70.0,0.00025000000000000006,0.014272754080593586,1.0,3.2685610603332518,0.4092,18078.328377246857
124960,80.0,0.00025000000000000006,0.00576962623745203,1.0,3.224196706390381,0.4152,20656.446372509003
140580,90.0,0.00025000000000000006,0.007381374482065439,1.0,3.2348154247283936,0.4159,23243.291676282883
