step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.002564102564102564,0.1,2.464317560195923,0.09375,7.079340758514404,0.1,1.0316431522369385
3900,10.0,0.1,1.3816574811935425,0.609375,0.8212429189682007,0.775499998664856,116.73802185058594
7800,20.0,0.1,1.3837531805038452,0.6015625,0.6913545608520508,0.8205999976158143,232.36107563972473
11700,30.0,0.1,1.2102419137954712,0.6796875,0.6120411385536194,0.841799998664856,399.31911849975586
15600,40.0,0.1,1.140714168548584,0.703125,0.6443216631889344,0.8410999970436096,568.4581756591797
19500,50.0,0.1,1.4229350090026855,0.6328125,0.6304622438430786,0.8438999977111816,724.4655377864838
23400,60.0,0.020000000000000004,1.2081934213638306,0.6953125,0.5710730354785919,0.8556999976158142,994.5012335777283
27300,70.0,0.020000000000000004,0.962476372718811,0.7578125,0.4919112579345703,0.8863999980926514,1238.329827785492
31200,80.0,0.020000000000000004,0.7909109592437744,0.796875,0.5295893684387207,0.8681999975204467,1495.734073638916
35100,90.0,0.020000000000000004,0.8299782872200012,0.7890625,0.5392743124008179,0.8675999980926513,1692.9205338954926
39000,100.0,0.020000000000000004,0.7925097942352295,0.78125,0.59963135471344,0.8498999989509582,1885.6515340805054
42900,110.0,0.020000000000000004,0.6592330932617188,0.796875,0.6036818594932556,0.8413999997138977,2053.241138458252
46800,120.0,0.004000000000000001,0.820771336555481,0.734375,0.6986857759475708,0.8158999988555908,2250.920343875885
50700,130.0,0.004000000000000001,0.13992223143577576,0.953125,0.7201152950286865,0.8204999979019165,2415.8814721107483
54600,140.0,0.004000000000000001,0.16109246015548706,0.9609375,0.8035186387062073,0.8118999998092651,2595.9715864658356
58500,150.0,0.004000000000000001,0.07647515088319778,0.9765625,0.8130812431335449,0.8128999977111816,2796.1788363456726
62400,160.0,0.0008000000000000003,0.10267870873212814,0.9765625,0.8288830090522766,0.8089999988555908,2958.976625919342
66300,170.0,0.0008000000000000003,0.008849432691931725,1.0,0.6919983404159545,0.836499996471405,3155.759664773941
70200,180.0,0.0008000000000000003,0.005627215839922428,1.0,0.7040968468189239,0.8384999995231628,3357.91157913208
74100,190.0,0.0008000000000000003,0.008855132386088371,1.0,0.7029961314201355,0.8357,3517.3021931648254
78000,200.0,0.0008000000000000003,0.011478553526103497,1.0,0.6981210716247559,0.8421999975204468,3715.0075902938843
