epoch,train_loss,test_acc,best_acc
1,3.5126154723358156,0.1252,0.1252
2,2.219309040222168,0.226,0.226
3,2.1142129512023926,0.2232,0.226
4,2.0695646895599364,0.2389,0.2389
5,2.0138251502227784,0.3184,0.3184
6,1.9518829356384277,0.3762,0.3762
7,1.8969614406967164,0.4089,0.4089
8,1.825499163169861,0.4381,0.4381
9,1.7544966375732423,0.506,0.506
10,1.6963145915985107,0.5763,0.5763
11,1.6492224700546265,0.5493,0.5763
12,1.6014204581451417,0.622,0.622
13,1.561507121925354,0.6311,0.6311
14,1.519595595474243,0.6104,0.6311
15,1.5006748561859131,0.624,0.6311
16,1.4754002949142455,0.6502,0.6502
17,1.4473942465591432,0.6763,0.6763
18,1.426878589553833,0.5611,0.6763
19,1.4027770983886718,0.6751,0.6763
20,1.383721693687439,0.5877,0.6763
21,1.3612944626617431,0.6479,0.6763
22,1.3490070948028565,0.7469,0.7469
23,1.3318495533752441,0.6472,0.7469
24,1.317929457397461,0.7586,0.7586
25,1.3097655751419068,0.6641,0.7586
26,1.2031497050857545,0.8414,0.8414
27,1.1674362469673156,0.8545,0.8545
28,1.1506103426361085,0.8501,0.8545
29,1.1433840296936035,0.8562,0.8562
30,1.1351365221977234,0.8521,0.8562
31,1.1248244189834595,0.8532,0.8562
32,1.119142554397583,0.8538,0.8562
33,1.1115298522186279,0.8562,0.8562
34,1.1049401276016235,0.8624,0.8624
35,1.0993351726531981,0.8569,0.8624
36,1.0917725179290771,0.8495,0.8624
37,1.0864149028015138,0.8559,0.8624
38,1.0838590847015381,0.8609,0.8624
39,1.0471127270507812,0.875,0.875
40,1.0339443823623657,0.874,0.875
41,1.0331667600250245,0.8743,0.875
42,1.0294105319976807,0.8719,0.875
43,1.0254560965156556,0.8715,0.875
44,1.0215095008468629,0.8744,0.875
45,1.0198902968215942,0.8719,0.875
46,1.0166212251091002,0.8724,0.875
47,1.0136899066543579,0.8722,0.875
48,1.0122353002548217,0.8711,0.875
49,1.010374614830017,0.8713,0.875
50,1.0080342752075195,0.8708,0.875
