step,epoch,lr,train_loss,train_acc,test_loss,test_acc,elapsed_sec
1,0.002564102564102564,0.1,2.521939277648926,0.125,11.853402795410156,0.1,2.4046072959899902
3900,10.0,0.1,1.3226170539855957,0.6171875,0.8085815760612488,0.7796999987602233,262.24756598472595
7800,20.0,0.1,1.1992652416229248,0.6640625,0.6465317499637604,0.8251999968528747,534.4318926334381
11700,30.0,0.1,1.2094628810882568,0.703125,0.6271936988830566,0.8442999966621398,850.5700809955597
15600,40.0,0.1,1.269934892654419,0.6875,0.6199843484401703,0.8546999974250793,1109.8058080673218
19500,50.0,0.1,0.9947981834411621,0.7421875,0.6144510875701904,0.8491999977111816,1437.4127459526062
23400,60.0,0.020000000000000004,1.1883552074432373,0.671875,0.5647036348819733,0.8543999967575073,1702.9703631401062
27300,70.0,0.020000000000000004,0.8745255470275879,0.765625,0.47302802839279173,0.8879999984741211,1877.9496686458588
31200,80.0,0.020000000000000004,0.7418385148048401,0.8203125,0.5218483036994934,0.8733999976158142,2061.065660238266
35100,90.0,0.020000000000000004,0.9030485153198242,0.78125,0.5308298676967621,0.8684999987602234,2254.0487146377563
39000,100.0,0.020000000000000004,0.7771825194358826,0.7734375,0.5913348821163178,0.8569999988555909,2470.290956258774
42900,110.0,0.020000000000000004,0.9432914853096008,0.703125,0.5963379855155945,0.8426999972343445,2674.0924417972565
46800,120.0,0.004000000000000001,0.7137271761894226,0.8125,0.6599964227676391,0.8130000004768372,2895.6786816120148
50700,130.0,0.004000000000000001,0.1278543770313263,0.96875,0.738148576927185,0.8129999989509582,3073.7231085300446
54600,140.0,0.004000000000000001,0.05622704699635506,0.9765625,0.822104538822174,0.8020999980926513,3188.563477754593
58500,150.0,0.004000000000000001,0.11486084014177322,0.96875,0.8350237045288086,0.7953999966621399,3303.333063364029
62400,160.0,0.0008000000000000003,0.18569037318229675,0.9375,0.8533366110801697,0.7940999977111817,3418.024861574173
66300,170.0,0.0008000000000000003,0.009323691949248314,1.0,0.7146425480365753,0.8318999995231628,3532.869062900543
70200,180.0,0.0008000000000000003,0.006992157083004713,1.0,0.6764844498634338,0.8416999985694885,3647.631207227707
74100,190.0,0.0008000000000000003,0.004175016190856695,1.0,0.6958330146789551,0.8398999995231629,3763.6540188789368
78000,200.0,0.0008000000000000003,0.007316783536225557,1.0,0.6616122506618499,0.8429999972343445,3878.350662946701
