dataset,seed,method,keep_ratio,num_selected,num_noisy_selected,noise_ratio_in_mask,mask_path
tiny-imagenet,96,herding,30,30000,5905,0.19683333333333333,/nvme/home/lixiang/baseline/herding/noise_masks/tiny-imagenet/96/herding/mask_30.npz
tiny-imagenet,96,herding,50,50000,9945,0.1989,/nvme/home/lixiang/baseline/herding/noise_masks/tiny-imagenet/96/herding/mask_50.npz
