epoch,train_loss,test_acc,best_acc
1,2.8913572486877444,0.2138,0.2138
2,2.163881368560791,0.2416,0.2416
3,2.065304048614502,0.3234,0.3234
4,1.9865990508270264,0.3928,0.3928
5,1.917222029800415,0.4206,0.4206
6,1.8635290084457397,0.4551,0.4551
7,1.8232345645523071,0.4774,0.4774
8,1.7817970273208619,0.5173,0.5173
9,1.7183647592163085,0.5394,0.5394
10,1.661377773170471,0.5931,0.5931
11,1.6009936715698243,0.5647,0.5931
12,1.5495823778152467,0.6282,0.6282
13,1.5191975158309936,0.6347,0.6347
14,1.4900738803863525,0.6611,0.6611
15,1.4623151349639893,0.6833,0.6833
16,1.4362443338012696,0.6225,0.6833
17,1.4156515938568115,0.706,0.706
18,1.389949594039917,0.7203,0.7203
19,1.3704247780990602,0.7054,0.7203
20,1.3449804120254516,0.7125,0.7203
21,1.3214608623886108,0.6729,0.7203
22,1.3151980074310303,0.7692,0.7692
23,1.3024554066085816,0.7771,0.7771
24,1.2888327796936034,0.7548,0.7771
25,1.279957565536499,0.7884,0.7884
26,1.1744692459487915,0.854,0.854
27,1.1408663124847411,0.8644,0.8644
28,1.1260995584869384,0.8649,0.8649
29,1.1166009045028686,0.8661,0.8661
30,1.1055563164520263,0.8675,0.8675
31,1.0979363207626343,0.8656,0.8675
32,1.088565832977295,0.8675,0.8675
33,1.080837382774353,0.8693,0.8693
34,1.069794612903595,0.8666,0.8693
35,1.0682575262451173,0.8709,0.8709
36,1.0570899524688722,0.8731,0.8731
37,1.0523824333953857,0.8657,0.8731
38,1.044767202835083,0.8706,0.8731
39,1.0090740455245972,0.8803,0.8803
40,0.9947472449302673,0.8825,0.8825
41,0.9912735770988464,0.8807,0.8825
42,0.9868504587554932,0.8813,0.8825
43,0.9802254302978516,0.8798,0.8825
44,0.9800056947517395,0.8797,0.8825
45,0.9746898379135132,0.8789,0.8825
46,0.9723126878166198,0.8784,0.8825
47,0.9682627620697022,0.8792,0.8825
48,0.9648149074554443,0.8779,0.8825
49,0.962245799446106,0.8771,0.8825
50,0.9614829831123352,0.8776,0.8825
