WARNING:tensorflow:From /home/lixiang/miniconda3_old/envs/data_diet/lib/python3.7/site-packages/tensorflow_datasets/core/dataset_builder.py:622: get_single_element (from tensorflow.python.data.experimental.ops.get_single_element) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.Dataset.get_single_element()`.
load cifar100... 3s
get train state... 12s
train args:
{
    "data_dir": "/home/lixiang/baseline/data_diet/data",
    "dataset": "cifar100",
    "subset": null,
    "subset_size": null,
    "scores_path": null,
    "subset_offset": null,
    "random_subset_seed": null,
    "model": "resnet18_lowres",
    "model_seed": 288,
    "load_dir": null,
    "ckpt": 0,
    "lr": 0.1,
    "beta": 0.9,
    "weight_decay": 0.0005,
    "nesterov": true,
    "lr_vitaly": false,
    "decay_factor": 0.2,
    "decay_steps": [
        93780,
        187560,
        250080
    ],
    "num_steps": 312600,
    "train_seed": 288,
    "train_batch_size": 32,
    "test_batch_size": 128,
    "augment": true,
    "track_forgetting": true,
    "save_dir": "/home/lixiang/baseline/data_diet/exps/formal_cifar100_seed96_E200_b32_k6/run_2",
    "log_steps": 1563,
    "early_step": 0,
    "early_save_steps": null,
    "save_steps": 1563,
    "image_shape": [
        32,
        32,
        3
    ],
    "num_classes": 100,
    "num_train_examples": 50000,
    "num_test_examples": 10000,
    "steps_per_epoch": 1562,
    "steps_per_test": 79,
    "random_label_fraction": 0,
    "num_params": 11220132
}
Save args to /home/lixiang/baseline/data_diet/exps/formal_cifar100_seed96_E200_b32_k6/run_2/args.json
train net...
  0.00% | time:  14.9s (  0.2m) | step:      0 | lr:   init | train acc:  init | test acc: 0.009
  0.50% | time: 112.7s (  2.1m) | step:   1563 | lr: 0.1000 | train acc: 0.125 | test acc: 0.134
  1.00% | time:  93.7s (  3.7m) | step:   3126 | lr: 0.1000 | train acc: 0.281 | test acc: 0.226
  1.50% | time:  94.0s (  5.3m) | step:   4689 | lr: 0.1000 | train acc: 0.250 | test acc: 0.276
  2.00% | time:  92.7s (  6.8m) | step:   6252 | lr: 0.1000 | train acc: 0.219 | test acc: 0.325
  2.50% | time:  92.4s (  8.3m) | step:   7815 | lr: 0.1000 | train acc: 0.375 | test acc: 0.345
  3.00% | time:  91.5s (  9.9m) | step:   9378 | lr: 0.1000 | train acc: 0.469 | test acc: 0.386
  3.50% | time:  92.5s ( 11.4m) | step:  10941 | lr: 0.1000 | train acc: 0.562 | test acc: 0.406
  4.00% | time:  95.0s ( 13.0m) | step:  12504 | lr: 0.1000 | train acc: 0.562 | test acc: 0.427
  4.50% | time:  92.8s ( 14.5m) | step:  14067 | lr: 0.1000 | train acc: 0.531 | test acc: 0.410
  5.00% | time:  92.9s ( 16.1m) | step:  15630 | lr: 0.1000 | train acc: 0.562 | test acc: 0.439
  5.50% | time:  92.5s ( 17.6m) | step:  17193 | lr: 0.1000 | train acc: 0.406 | test acc: 0.445
  6.00% | time:  92.9s ( 19.2m) | step:  18756 | lr: 0.1000 | train acc: 0.562 | test acc: 0.460
  6.50% | time:  92.2s ( 20.7m) | step:  20319 | lr: 0.1000 | train acc: 0.375 | test acc: 0.459
  7.00% | time:  88.7s ( 22.2m) | step:  21882 | lr: 0.1000 | train acc: 0.438 | test acc: 0.450
  7.50% | time:  93.3s ( 23.7m) | step:  23445 | lr: 0.1000 | train acc: 0.438 | test acc: 0.449
  8.00% | time:  95.1s ( 25.3m) | step:  25008 | lr: 0.1000 | train acc: 0.469 | test acc: 0.439
  8.50% | time:  89.9s ( 26.8m) | step:  26571 | lr: 0.1000 | train acc: 0.469 | test acc: 0.408
  9.00% | time:  91.6s ( 28.4m) | step:  28134 | lr: 0.1000 | train acc: 0.438 | test acc: 0.424
  9.50% | time:  90.9s ( 29.9m) | step:  29697 | lr: 0.1000 | train acc: 0.531 | test acc: 0.454
 10.00% | time:  94.0s ( 31.4m) | step:  31260 | lr: 0.1000 | train acc: 0.438 | test acc: 0.465
 10.50% | time:  90.4s ( 32.9m) | step:  32823 | lr: 0.1000 | train acc: 0.531 | test acc: 0.462
 11.00% | time:  92.6s ( 34.5m) | step:  34386 | lr: 0.1000 | train acc: 0.594 | test acc: 0.442
 11.50% | time:  93.1s ( 36.0m) | step:  35949 | lr: 0.1000 | train acc: 0.531 | test acc: 0.474
 12.00% | time:  93.9s ( 37.6m) | step:  37512 | lr: 0.1000 | train acc: 0.500 | test acc: 0.469
 12.50% | time:  92.8s ( 39.2m) | step:  39075 | lr: 0.1000 | train acc: 0.344 | test acc: 0.439
 13.00% | time:  93.0s ( 40.7m) | step:  40638 | lr: 0.1000 | train acc: 0.531 | test acc: 0.402
 13.50% | time:  90.1s ( 42.2m) | step:  42201 | lr: 0.1000 | train acc: 0.500 | test acc: 0.442
 14.00% | time:  88.8s ( 43.7m) | step:  43764 | lr: 0.1000 | train acc: 0.531 | test acc: 0.480
 14.50% | time:  89.7s ( 45.2m) | step:  45327 | lr: 0.1000 | train acc: 0.469 | test acc: 0.474
 15.00% | time:  91.2s ( 46.7m) | step:  46890 | lr: 0.1000 | train acc: 0.531 | test acc: 0.449
 15.50% | time:  90.3s ( 48.2m) | step:  48453 | lr: 0.1000 | train acc: 0.438 | test acc: 0.503
 16.00% | time:  90.6s ( 49.7m) | step:  50016 | lr: 0.1000 | train acc: 0.406 | test acc: 0.434
 16.50% | time:  91.0s ( 51.2m) | step:  51579 | lr: 0.1000 | train acc: 0.500 | test acc: 0.480
 17.00% | time:  89.4s ( 52.7m) | step:  53142 | lr: 0.1000 | train acc: 0.406 | test acc: 0.474
 17.50% | time:  90.2s ( 54.2m) | step:  54705 | lr: 0.1000 | train acc: 0.469 | test acc: 0.467
 18.00% | time:  90.1s ( 55.7m) | step:  56268 | lr: 0.1000 | train acc: 0.656 | test acc: 0.464
 18.50% | time:  90.4s ( 57.2m) | step:  57831 | lr: 0.1000 | train acc: 0.406 | test acc: 0.460
 19.00% | time:  90.6s ( 58.7m) | step:  59394 | lr: 0.1000 | train acc: 0.594 | test acc: 0.476
 19.50% | time:  90.6s ( 60.3m) | step:  60957 | lr: 0.1000 | train acc: 0.344 | test acc: 0.480
 20.00% | time:  90.3s ( 61.8m) | step:  62520 | lr: 0.1000 | train acc: 0.438 | test acc: 0.446
 20.50% | time:  85.9s ( 63.2m) | step:  64083 | lr: 0.1000 | train acc: 0.438 | test acc: 0.475
 21.00% | time:  89.7s ( 64.7m) | step:  65646 | lr: 0.1000 | train acc: 0.562 | test acc: 0.467
 21.50% | time:  90.6s ( 66.2m) | step:  67209 | lr: 0.1000 | train acc: 0.594 | test acc: 0.475
 22.00% | time:  90.4s ( 67.7m) | step:  68772 | lr: 0.1000 | train acc: 0.688 | test acc: 0.404
 22.50% | time:  91.0s ( 69.2m) | step:  70335 | lr: 0.1000 | train acc: 0.656 | test acc: 0.453
 23.00% | time:  90.5s ( 70.7m) | step:  71898 | lr: 0.1000 | train acc: 0.562 | test acc: 0.446
 23.50% | time:  89.0s ( 72.2m) | step:  73461 | lr: 0.1000 | train acc: 0.438 | test acc: 0.476
 24.00% | time:  89.2s ( 73.7m) | step:  75024 | lr: 0.1000 | train acc: 0.688 | test acc: 0.444
 24.50% | time:  90.9s ( 75.2m) | step:  76587 | lr: 0.1000 | train acc: 0.562 | test acc: 0.490
 25.00% | time:  90.2s ( 76.7m) | step:  78150 | lr: 0.1000 | train acc: 0.469 | test acc: 0.405
 25.50% | time:  90.1s ( 78.2m) | step:  79713 | lr: 0.1000 | train acc: 0.500 | test acc: 0.489
 26.00% | time:  88.7s ( 79.7m) | step:  81276 | lr: 0.1000 | train acc: 0.562 | test acc: 0.422
 26.50% | time:  90.6s ( 81.2m) | step:  82839 | lr: 0.1000 | train acc: 0.469 | test acc: 0.428
 27.00% | time:  90.4s ( 82.7m) | step:  84402 | lr: 0.1000 | train acc: 0.438 | test acc: 0.453
 27.50% | time:  85.2s ( 84.1m) | step:  85965 | lr: 0.1000 | train acc: 0.562 | test acc: 0.471
 28.00% | time:  89.1s ( 85.6m) | step:  87528 | lr: 0.1000 | train acc: 0.469 | test acc: 0.470
 28.50% | time:  90.6s ( 87.1m) | step:  89091 | lr: 0.1000 | train acc: 0.625 | test acc: 0.482
 29.00% | time:  89.9s ( 88.6m) | step:  90654 | lr: 0.1000 | train acc: 0.531 | test acc: 0.462
 29.50% | time:  89.9s ( 90.1m) | step:  92217 | lr: 0.1000 | train acc: 0.500 | test acc: 0.445
 30.00% | time:  89.9s ( 91.6m) | step:  93780 | lr: 0.1000 | train acc: 0.531 | test acc: 0.479
 30.50% | time:  91.3s ( 93.1m) | step:  95343 | lr: 0.0200 | train acc: 0.688 | test acc: 0.641
 31.00% | time:  89.4s ( 94.6m) | step:  96906 | lr: 0.0200 | train acc: 0.625 | test acc: 0.644
 31.50% | time:  90.7s ( 96.1m) | step:  98469 | lr: 0.0200 | train acc: 0.719 | test acc: 0.623
 32.00% | time:  89.6s ( 97.6m) | step: 100032 | lr: 0.0200 | train acc: 0.750 | test acc: 0.634
 32.50% | time:  91.3s ( 99.2m) | step: 101595 | lr: 0.0200 | train acc: 0.688 | test acc: 0.619
 33.00% | time:  90.3s (100.7m) | step: 103158 | lr: 0.0200 | train acc: 0.656 | test acc: 0.627
 33.50% | time:  90.7s (102.2m) | step: 104721 | lr: 0.0200 | train acc: 0.812 | test acc: 0.640
 34.00% | time:  88.3s (103.6m) | step: 106284 | lr: 0.0200 | train acc: 0.781 | test acc: 0.635
 34.50% | time:  89.7s (105.1m) | step: 107847 | lr: 0.0200 | train acc: 0.812 | test acc: 0.642
 35.00% | time:  91.4s (106.7m) | step: 109410 | lr: 0.0200 | train acc: 0.656 | test acc: 0.636
 35.50% | time:  88.6s (108.1m) | step: 110973 | lr: 0.0200 | train acc: 0.719 | test acc: 0.639
 36.00% | time:  90.9s (109.7m) | step: 112536 | lr: 0.0200 | train acc: 0.812 | test acc: 0.640
 36.50% | time:  93.4s (111.2m) | step: 114099 | lr: 0.0200 | train acc: 0.781 | test acc: 0.641
 37.00% | time:  92.9s (112.8m) | step: 115662 | lr: 0.0200 | train acc: 0.750 | test acc: 0.625
 37.50% | time:  92.1s (114.3m) | step: 117225 | lr: 0.0200 | train acc: 0.688 | test acc: 0.646
 38.00% | time:  95.2s (115.9m) | step: 118788 | lr: 0.0200 | train acc: 0.656 | test acc: 0.640
 38.50% | time:  94.0s (117.5m) | step: 120351 | lr: 0.0200 | train acc: 0.719 | test acc: 0.639
 39.00% | time:  90.8s (119.0m) | step: 121914 | lr: 0.0200 | train acc: 0.656 | test acc: 0.637
 39.50% | time:  92.1s (120.5m) | step: 123477 | lr: 0.0200 | train acc: 0.719 | test acc: 0.650
 40.00% | time:  91.3s (122.0m) | step: 125040 | lr: 0.0200 | train acc: 0.750 | test acc: 0.641
 40.50% | time:  92.8s (123.6m) | step: 126603 | lr: 0.0200 | train acc: 0.719 | test acc: 0.648
 41.00% | time:  86.9s (125.0m) | step: 128166 | lr: 0.0200 | train acc: 0.594 | test acc: 0.647
 41.50% | time:  93.2s (126.6m) | step: 129729 | lr: 0.0200 | train acc: 0.656 | test acc: 0.651
 42.00% | time:  92.4s (128.1m) | step: 131292 | lr: 0.0200 | train acc: 0.719 | test acc: 0.624
 42.50% | time:  94.1s (129.7m) | step: 132855 | lr: 0.0200 | train acc: 0.688 | test acc: 0.638
 43.00% | time:  91.9s (131.2m) | step: 134418 | lr: 0.0200 | train acc: 0.688 | test acc: 0.658
 43.50% | time:  91.4s (132.7m) | step: 135981 | lr: 0.0200 | train acc: 0.719 | test acc: 0.644
 44.00% | time:  91.7s (134.3m) | step: 137544 | lr: 0.0200 | train acc: 0.625 | test acc: 0.651
 44.50% | time:  94.8s (135.8m) | step: 139107 | lr: 0.0200 | train acc: 0.688 | test acc: 0.648
 45.00% | time:  92.3s (137.4m) | step: 140670 | lr: 0.0200 | train acc: 0.719 | test acc: 0.657
 45.50% | time:  92.1s (138.9m) | step: 142233 | lr: 0.0200 | train acc: 0.656 | test acc: 0.651
 46.00% | time:  93.8s (140.5m) | step: 143796 | lr: 0.0200 | train acc: 0.719 | test acc: 0.643
 46.50% | time:  93.6s (142.0m) | step: 145359 | lr: 0.0200 | train acc: 0.656 | test acc: 0.653
 47.00% | time:  92.2s (143.6m) | step: 146922 | lr: 0.0200 | train acc: 0.812 | test acc: 0.638
 47.50% | time:  86.3s (145.0m) | step: 148485 | lr: 0.0200 | train acc: 0.781 | test acc: 0.650
 48.00% | time:  93.3s (146.6m) | step: 150048 | lr: 0.0200 | train acc: 0.719 | test acc: 0.644
 48.50% | time:  93.6s (148.1m) | step: 151611 | lr: 0.0200 | train acc: 0.688 | test acc: 0.653
 49.00% | time:  93.0s (149.7m) | step: 153174 | lr: 0.0200 | train acc: 0.812 | test acc: 0.657
 49.50% | time:  90.9s (151.2m) | step: 154737 | lr: 0.0200 | train acc: 0.688 | test acc: 0.651
 50.00% | time:  90.5s (152.7m) | step: 156300 | lr: 0.0200 | train acc: 0.656 | test acc: 0.634
 50.50% | time:  92.8s (154.3m) | step: 157863 | lr: 0.0200 | train acc: 0.844 | test acc: 0.654
 51.00% | time:  92.1s (155.8m) | step: 159426 | lr: 0.0200 | train acc: 0.781 | test acc: 0.660
 51.50% | time:  92.1s (157.3m) | step: 160989 | lr: 0.0200 | train acc: 0.781 | test acc: 0.648
 52.00% | time:  91.4s (158.8m) | step: 162552 | lr: 0.0200 | train acc: 0.656 | test acc: 0.639
 52.50% | time:  91.5s (160.4m) | step: 164115 | lr: 0.0200 | train acc: 0.625 | test acc: 0.631
 53.00% | time:  90.8s (161.9m) | step: 165678 | lr: 0.0200 | train acc: 0.906 | test acc: 0.641
 53.50% | time:  91.5s (163.4m) | step: 167241 | lr: 0.0200 | train acc: 0.750 | test acc: 0.644
 54.00% | time:  89.4s (164.9m) | step: 168804 | lr: 0.0200 | train acc: 0.781 | test acc: 0.657
 54.50% | time:  88.6s (166.4m) | step: 170367 | lr: 0.0200 | train acc: 0.812 | test acc: 0.652
 55.00% | time:  91.0s (167.9m) | step: 171930 | lr: 0.0200 | train acc: 0.781 | test acc: 0.640
 55.50% | time:  93.0s (169.4m) | step: 173493 | lr: 0.0200 | train acc: 0.625 | test acc: 0.623
 56.00% | time:  91.6s (171.0m) | step: 175056 | lr: 0.0200 | train acc: 0.906 | test acc: 0.646
 56.50% | time:  93.0s (172.5m) | step: 176619 | lr: 0.0200 | train acc: 0.688 | test acc: 0.661
 57.00% | time:  93.9s (174.1m) | step: 178182 | lr: 0.0200 | train acc: 0.781 | test acc: 0.635
 57.50% | time:  91.0s (175.6m) | step: 179745 | lr: 0.0200 | train acc: 0.625 | test acc: 0.646
 58.00% | time:  89.1s (177.1m) | step: 181308 | lr: 0.0200 | train acc: 0.625 | test acc: 0.652
 58.50% | time:  91.1s (178.6m) | step: 182871 | lr: 0.0200 | train acc: 0.625 | test acc: 0.661
 59.00% | time:  91.4s (180.1m) | step: 184434 | lr: 0.0200 | train acc: 0.750 | test acc: 0.646
 59.50% | time:  89.6s (181.6m) | step: 185997 | lr: 0.0200 | train acc: 0.906 | test acc: 0.660
 60.00% | time:  89.5s (183.1m) | step: 187560 | lr: 0.0200 | train acc: 0.781 | test acc: 0.649
 60.50% | time:  89.7s (184.6m) | step: 189123 | lr: 0.0040 | train acc: 0.969 | test acc: 0.741
 61.00% | time:  87.0s (186.1m) | step: 190686 | lr: 0.0040 | train acc: 0.719 | test acc: 0.744
 61.50% | time:  89.4s (187.5m) | step: 192249 | lr: 0.0040 | train acc: 0.906 | test acc: 0.745
 62.00% | time:  89.8s (189.0m) | step: 193812 | lr: 0.0040 | train acc: 0.875 | test acc: 0.742
 62.50% | time:  90.2s (190.5m) | step: 195375 | lr: 0.0040 | train acc: 0.969 | test acc: 0.752
 63.00% | time:  90.6s (192.1m) | step: 196938 | lr: 0.0040 | train acc: 0.938 | test acc: 0.746
 63.50% | time:  90.0s (193.6m) | step: 198501 | lr: 0.0040 | train acc: 0.938 | test acc: 0.745
 64.00% | time:  90.3s (195.1m) | step: 200064 | lr: 0.0040 | train acc: 0.938 | test acc: 0.746
 64.50% | time:  89.4s (196.6m) | step: 201627 | lr: 0.0040 | train acc: 0.969 | test acc: 0.744
 65.00% | time:  93.2s (198.1m) | step: 203190 | lr: 0.0040 | train acc: 0.969 | test acc: 0.739
 65.50% | time:  90.8s (199.6m) | step: 204753 | lr: 0.0040 | train acc: 0.938 | test acc: 0.739
 66.00% | time:  89.5s (201.1m) | step: 206316 | lr: 0.0040 | train acc: 0.969 | test acc: 0.735
 66.50% | time:  89.8s (202.6m) | step: 207879 | lr: 0.0040 | train acc: 0.969 | test acc: 0.734
 67.00% | time:  89.5s (204.1m) | step: 209442 | lr: 0.0040 | train acc: 0.906 | test acc: 0.738
 67.50% | time:  89.3s (205.6m) | step: 211005 | lr: 0.0040 | train acc: 0.906 | test acc: 0.730
 68.00% | time:  86.8s (207.0m) | step: 212568 | lr: 0.0040 | train acc: 0.938 | test acc: 0.728
 68.50% | time:  89.8s (208.5m) | step: 214131 | lr: 0.0040 | train acc: 0.969 | test acc: 0.728
 69.00% | time:  90.6s (210.0m) | step: 215694 | lr: 0.0040 | train acc: 0.938 | test acc: 0.731
 69.50% | time:  89.3s (211.5m) | step: 217257 | lr: 0.0040 | train acc: 0.906 | test acc: 0.727
 70.00% | time:  89.9s (213.0m) | step: 218820 | lr: 0.0040 | train acc: 0.875 | test acc: 0.733
 70.50% | time:  88.4s (214.5m) | step: 220383 | lr: 0.0040 | train acc: 0.969 | test acc: 0.727
 71.00% | time:  89.3s (216.0m) | step: 221946 | lr: 0.0040 | train acc: 0.812 | test acc: 0.721
 71.50% | time:  88.5s (217.5m) | step: 223509 | lr: 0.0040 | train acc: 1.000 | test acc: 0.732
 72.00% | time:  89.8s (219.0m) | step: 225072 | lr: 0.0040 | train acc: 0.906 | test acc: 0.729
 72.50% | time:  89.0s (220.4m) | step: 226635 | lr: 0.0040 | train acc: 0.875 | test acc: 0.724
 73.00% | time:  88.9s (221.9m) | step: 228198 | lr: 0.0040 | train acc: 0.969 | test acc: 0.719
 73.50% | time:  88.9s (223.4m) | step: 229761 | lr: 0.0040 | train acc: 0.906 | test acc: 0.713
 74.00% | time:  91.2s (224.9m) | step: 231324 | lr: 0.0040 | train acc: 0.938 | test acc: 0.711
 74.50% | time:  85.3s (226.3m) | step: 232887 | lr: 0.0040 | train acc: 0.938 | test acc: 0.715
 75.00% | time:  89.0s (227.8m) | step: 234450 | lr: 0.0040 | train acc: 0.969 | test acc: 0.709
 75.50% | time:  88.7s (229.3m) | step: 236013 | lr: 0.0040 | train acc: 0.875 | test acc: 0.722
 76.00% | time:  90.4s (230.8m) | step: 237576 | lr: 0.0040 | train acc: 0.938 | test acc: 0.727
 76.50% | time:  88.6s (232.3m) | step: 239139 | lr: 0.0040 | train acc: 0.906 | test acc: 0.720
 77.00% | time:  89.3s (233.8m) | step: 240702 | lr: 0.0040 | train acc: 0.969 | test acc: 0.714
 77.50% | time:  90.5s (235.3m) | step: 242265 | lr: 0.0040 | train acc: 0.906 | test acc: 0.715
 78.00% | time:  90.8s (236.8m) | step: 243828 | lr: 0.0040 | train acc: 0.969 | test acc: 0.717
 78.50% | time:  89.6s (238.3m) | step: 245391 | lr: 0.0040 | train acc: 0.969 | test acc: 0.711
 79.00% | time:  89.0s (239.8m) | step: 246954 | lr: 0.0040 | train acc: 0.969 | test acc: 0.717
 79.50% | time:  89.5s (241.3m) | step: 248517 | lr: 0.0040 | train acc: 1.000 | test acc: 0.719
 80.00% | time:  90.8s (242.8m) | step: 250080 | lr: 0.0040 | train acc: 0.969 | test acc: 0.718
 80.50% | time:  90.4s (244.3m) | step: 251643 | lr: 0.0008 | train acc: 0.938 | test acc: 0.757
 81.00% | time:  88.5s (245.8m) | step: 253206 | lr: 0.0008 | train acc: 1.000 | test acc: 0.758
 81.50% | time:  87.9s (247.2m) | step: 254769 | lr: 0.0008 | train acc: 1.000 | test acc: 0.758
