epoch,train_loss,test_acc,best_acc
90,0.5032623707771301,0.3017,0.3518
91,0.5053301762008667,0.2958,0.3518
92,0.5057428162002563,0.2849,0.3518
93,0.5090576111602784,0.2971,0.3518
94,0.4718968578147888,0.296,0.3518
95,0.4649963914871216,0.2904,0.3518
96,0.4671289662361145,0.288,0.3518
97,0.4863735807037354,0.3051,0.3518
98,0.45147776111602783,0.2969,0.3518
99,0.39509966249465944,0.2861,0.3518
100,0.4087461973190308,0.2974,0.3518
101,0.44693882720947264,0.299,0.3518
102,0.39026200435638425,0.2967,0.3518
103,0.36199220724105835,0.2954,0.3518
104,0.3968604605102539,0.302,0.3518
105,0.3970868848609924,0.2871,0.3518
106,0.3507527945518494,0.3033,0.3518
107,0.32844572289466856,0.2956,0.3518
108,0.3415043205833435,0.2966,0.3518
109,0.37063637132644656,0.2898,0.3518
110,0.34843880632400515,0.3086,0.3518
111,0.27770674770355225,0.3051,0.3518
112,0.2390064379119873,0.3024,0.3518
113,0.22761242075920105,0.3065,0.3518
114,0.31295468433380125,0.2877,0.3518
115,0.43066045749664306,0.2964,0.3518
116,0.3553927334022522,0.3047,0.3518
117,0.21779318293571473,0.3123,0.3518
118,0.13611636351585388,0.3231,0.3518
119,0.062037673436403276,0.3461,0.3518
120,0.03342067140221596,0.3604,0.3604
121,0.018572160403728485,0.3753,0.3753
122,0.0168058222669363,0.3776,0.3776
123,0.012854332164525986,0.3804,0.3804
124,0.011378298777341842,0.3869,0.3869
125,0.010611065823435784,0.3865,0.3869
126,0.010472870963811875,0.3868,0.3869
127,0.009898950280547141,0.387,0.387
128,0.009849010608494281,0.3887,0.3887
129,0.009428738748431205,0.3909,0.3909
130,0.009635921298861504,0.3921,0.3921
131,0.009394453828930855,0.3886,0.3921
132,0.011810353535413742,0.3884,0.3921
133,0.03241227657318115,0.2545,0.3921
134,2.8214853330993654,0.3235,0.3921
135,1.9267022037506103,0.3139,0.3921
136,1.2601649143218994,0.3099,0.3921
137,0.7561828285026551,0.3099,0.3921
138,0.4190455076980591,0.3205,0.3921
139,0.2053370209503174,0.3274,0.3921
140,0.12411051841497421,0.3349,0.3921
141,0.05720457046508789,0.345,0.3921
142,0.029278113842010497,0.3602,0.3921
143,0.01774204997062683,0.3678,0.3921
144,0.01131439576536417,0.3762,0.3921
145,0.00873825133562088,0.3755,0.3921
146,0.008117924704998732,0.379,0.3921
147,0.007313191244900227,0.381,0.3921
148,0.0075206190600991246,0.3843,0.3921
149,0.007280139761865139,0.3851,0.3921
150,0.007614450201392174,0.3842,0.3921
151,0.0076369468675553795,0.3845,0.3921
152,0.007669433805048466,0.3875,0.3921
153,0.007541793123781681,0.3858,0.3921
154,0.007623930657804012,0.3864,0.3921
155,0.007509133275151253,0.3872,0.3921
156,0.007437519887089729,0.3904,0.3921
157,0.0074029965978860855,0.3895,0.3921
158,0.007295860266685486,0.3906,0.3921
159,0.007277502562701702,0.3923,0.3923
160,0.007312624161243439,0.3912,0.3923
161,0.0071597778707742695,0.3924,0.3924
162,0.007098261892944574,0.3903,0.3924
163,0.00697976766526699,0.3932,0.3932
164,0.006889518903791904,0.3893,0.3932
165,0.006801966640353203,0.3928,0.3932
166,0.007144150637388229,0.3925,0.3932
167,0.006883882048726082,0.3933,0.3933
168,0.0067637416228652,0.3918,0.3933
169,0.006500166085958481,0.3917,0.3933
170,0.0064769314490258694,0.3928,0.3933
171,0.0064632770179212096,0.3944,0.3944
172,0.0063878770583868025,0.3931,0.3944
173,0.006290111148357392,0.3929,0.3944
174,0.006347883899360895,0.3915,0.3944
175,0.006267892197668552,0.3934,0.3944
176,0.006229329267144203,0.3938,0.3944
177,0.006034770156294107,0.3935,0.3944
178,0.0060829256331920625,0.394,0.3944
179,0.005968969282507897,0.394,0.3944
180,0.00591248896971345,0.3933,0.3944
181,0.00592720460832119,0.3936,0.3944
182,0.005890473513752222,0.3939,0.3944
183,0.0058196521812677385,0.3946,0.3946
184,0.005834804297685623,0.394,0.3946
185,0.005756505010426045,0.3919,0.3946
186,0.005777636995613575,0.3929,0.3946
187,0.005748009662479162,0.3932,0.3946
188,0.005798428266048431,0.3926,0.3946
189,0.005739093746542931,0.3929,0.3946
190,0.005686923209428788,0.3928,0.3946
191,0.00569795136064291,0.3938,0.3946
192,0.005642503761202097,0.3957,0.3957
193,0.00569164395198226,0.3941,0.3957
194,0.005692046176493168,0.3925,0.3957
195,0.00560950337767601,0.3933,0.3957
196,0.005677146859169006,0.3942,0.3957
197,0.005611443092525006,0.3933,0.3957
198,0.00564724947810173,0.3916,0.3957
199,0.0056069094553589825,0.3927,0.3957
200,0.005651049949675798,0.3926,0.3957
