epoch,train_loss,test_acc,best_acc
138,0.008859128002524376,0.3758,0.378
139,0.03418451604604721,0.1607,0.378
140,3.134902264404297,0.3216,0.378
141,2.29813307762146,0.3111,0.378
142,1.675412488861084,0.3008,0.378
143,1.1035479918670654,0.2941,0.378
144,0.6457110623168946,0.2929,0.378
145,0.36856414333343507,0.3053,0.378
146,0.1938861100101471,0.3163,0.378
147,0.09425484604358673,0.3265,0.378
148,0.04303221231341362,0.346,0.378
149,0.024395352283716202,0.3557,0.378
150,0.015598750595152379,0.3589,0.378
151,0.00990944601535797,0.3605,0.378
152,0.00735763709962368,0.3646,0.378
153,0.007064438368976116,0.3642,0.378
154,0.0064886991527676584,0.367,0.378
155,0.006352752561271191,0.3672,0.378
156,0.006589079096019268,0.3709,0.378
157,0.006559466543793678,0.3709,0.378
158,0.006598537449240684,0.3722,0.378
159,0.006679534306377173,0.3704,0.378
160,0.006753718534708023,0.3713,0.378
161,0.006617933018505573,0.3732,0.378
162,0.00666540564507246,0.3758,0.378
163,0.006775517463088036,0.3751,0.378
164,0.006698354710936547,0.3733,0.378
165,0.0065219956082105636,0.3725,0.378
166,0.00666172462284565,0.3763,0.378
167,0.0066897223797440526,0.3769,0.378
168,0.00661650998160243,0.3751,0.378
169,0.006574891415536403,0.3752,0.378
170,0.006292090128362179,0.3773,0.378
171,0.0063929617822170255,0.3772,0.378
172,0.006260571676641702,0.3774,0.378
173,0.006339715948104859,0.3766,0.378
174,0.00613640525072813,0.3749,0.378
175,0.006144488480091095,0.3765,0.378
176,0.006142603351771831,0.3758,0.378
177,0.006149875545799733,0.3774,0.378
178,0.006041160731911659,0.3762,0.378
179,0.006016707540899515,0.3765,0.378
180,0.006035929836332798,0.3789,0.3789
181,0.0059529217971861365,0.3771,0.3789
182,0.0059574431839585305,0.3773,0.3789
183,0.005928403735756874,0.3773,0.3789
184,0.005854359391331673,0.3757,0.3789
185,0.005880255949795246,0.3768,0.3789
186,0.005880435528755188,0.3775,0.3789
187,0.005872426326423884,0.3786,0.3789
188,0.005856654252409935,0.3772,0.3789
189,0.005884865599572658,0.3775,0.3789
190,0.005827405723929405,0.3758,0.3789
191,0.005797907112240791,0.3771,0.3789
192,0.00579704509049654,0.377,0.3789
193,0.005742302826941013,0.3767,0.3789
194,0.005782216690182686,0.3759,0.3789
195,0.005768624279797077,0.3752,0.3789
196,0.005797547616809607,0.3774,0.3789
197,0.005761191247403622,0.3786,0.3789
198,0.005772722465395928,0.3761,0.3789
199,0.005730120171606541,0.3746,0.3789
200,0.005825570429861545,0.3779,0.3789
